film_id,title,wikidata_uri,entity_text,entity_label,sentence,start_char,end_char
Q130295240,Ajab Raat Ni Gajab Vaat,http://www.wikidata.org/entity/Q130295240,Raat Ni Gajab Vaat,PERSON,"Ajab Raat Ni Gajab Vaat is a 2024 Gujarati comedy drama, directed by Prem Gadhavi & Killol Parmar and written by Prem Gadhavi, Aditi Varma & Nikita Shah.",5,23
Q130295240,Ajab Raat Ni Gajab Vaat,http://www.wikidata.org/entity/Q130295240,2024,DATE,"Ajab Raat Ni Gajab Vaat is a 2024 Gujarati comedy drama, directed by Prem Gadhavi & Killol Parmar and written by Prem Gadhavi, Aditi Varma & Nikita Shah.",29,33
Q130295240,Ajab Raat Ni Gajab Vaat,http://www.wikidata.org/entity/Q130295240,Prem Gadhavi & Killol Parmar,ORG,"Ajab Raat Ni Gajab Vaat is a 2024 Gujarati comedy drama, directed by Prem Gadhavi & Killol Parmar and written by Prem Gadhavi, Aditi Varma & Nikita Shah.",69,97
Q130295240,Ajab Raat Ni Gajab Vaat,http://www.wikidata.org/entity/Q130295240,Prem Gadhavi,PERSON,"Ajab Raat Ni Gajab Vaat is a 2024 Gujarati comedy drama, directed by Prem Gadhavi & Killol Parmar and written by Prem Gadhavi, Aditi Varma & Nikita Shah.",113,125
Q130295240,Ajab Raat Ni Gajab Vaat,http://www.wikidata.org/entity/Q130295240,Aditi Varma & Nikita Shah,ORG,"Ajab Raat Ni Gajab Vaat is a 2024 Gujarati comedy drama, directed by Prem Gadhavi & Killol Parmar and written by Prem Gadhavi, Aditi Varma & Nikita Shah.",127,152
Q130295240,Ajab Raat Ni Gajab Vaat,http://www.wikidata.org/entity/Q130295240,Bhavya Gandhi,PERSON,"It stars Bhavya Gandhi Aarohi Patel, Deep Vaidya, Radhika Barot & RJ Harsh.",163,176
Q130295240,Ajab Raat Ni Gajab Vaat,http://www.wikidata.org/entity/Q130295240,Patel,PERSON,"It stars Bhavya Gandhi Aarohi Patel, Deep Vaidya, Radhika Barot & RJ Harsh.",184,189
Q130295240,Ajab Raat Ni Gajab Vaat,http://www.wikidata.org/entity/Q130295240,Deep Vaidya,PERSON,"It stars Bhavya Gandhi Aarohi Patel, Deep Vaidya, Radhika Barot & RJ Harsh.",191,202
Q130295240,Ajab Raat Ni Gajab Vaat,http://www.wikidata.org/entity/Q130295240,Radhika Barot & RJ Harsh,PERSON,"It stars Bhavya Gandhi Aarohi Patel, Deep Vaidya, Radhika Barot & RJ Harsh.",204,228
Q130295240,Ajab Raat Ni Gajab Vaat,http://www.wikidata.org/entity/Q130295240,Jayesh Pavra,PERSON,The film is produced by Dr. Jayesh Pavra,258,270
Q130295240,Ajab Raat Ni Gajab Vaat,http://www.wikidata.org/entity/Q130295240,Rupam Entertainment Pvt Ltd,ORG,The film will be distributed by Rupam Entertainment Pvt Ltd,303,330
Q130245494,Alanaati Ramchandrudu,http://www.wikidata.org/entity/Q130245494,Alanaati Ramchandrudu,PERSON,Alanaati Ramchandrudu is a 2024 Indian Telugu-language film written and directed by Chilukuri Akash Reddy.,0,21
Q130245494,Alanaati Ramchandrudu,http://www.wikidata.org/entity/Q130245494,2024,DATE,Alanaati Ramchandrudu is a 2024 Indian Telugu-language film written and directed by Chilukuri Akash Reddy.,27,31
Q130245494,Alanaati Ramchandrudu,http://www.wikidata.org/entity/Q130245494,Chilukuri Akash Reddy,ORG,Alanaati Ramchandrudu is a 2024 Indian Telugu-language film written and directed by Chilukuri Akash Reddy.,84,105
Q130245494,Alanaati Ramchandrudu,http://www.wikidata.org/entity/Q130245494,Hymavathi Jadapolu,ORG,"It is produced by Hymavathi Jadapolu, Sreeram Jadapolu under the banner of Hyniva Creations LLP.",125,143
Q130245494,Alanaati Ramchandrudu,http://www.wikidata.org/entity/Q130245494,Hyniva Creations LLP,ORG,"It is produced by Hymavathi Jadapolu, Sreeram Jadapolu under the banner of Hyniva Creations LLP.",182,202
Q130245494,Alanaati Ramchandrudu,http://www.wikidata.org/entity/Q130245494,Krishna Vamsi,PERSON,"the film features Krishna Vamsi, Mokksha, Brahmaji, Sudha, Sivannarayana Naripeddi, Vasu Inturi in important roles alongside other ensemble cast.",222,235
Q130245494,Alanaati Ramchandrudu,http://www.wikidata.org/entity/Q130245494,Mokksha,GPE,"the film features Krishna Vamsi, Mokksha, Brahmaji, Sudha, Sivannarayana Naripeddi, Vasu Inturi in important roles alongside other ensemble cast.",237,244
Q130245494,Alanaati Ramchandrudu,http://www.wikidata.org/entity/Q130245494,Brahmaji,PERSON,"the film features Krishna Vamsi, Mokksha, Brahmaji, Sudha, Sivannarayana Naripeddi, Vasu Inturi in important roles alongside other ensemble cast.",246,254
Q130245494,Alanaati Ramchandrudu,http://www.wikidata.org/entity/Q130245494,Sivannarayana Naripeddi,PERSON,"the film features Krishna Vamsi, Mokksha, Brahmaji, Sudha, Sivannarayana Naripeddi, Vasu Inturi in important roles alongside other ensemble cast.",263,286
Q130245494,Alanaati Ramchandrudu,http://www.wikidata.org/entity/Q130245494,Vasu Inturi,PERSON,"the film features Krishna Vamsi, Mokksha, Brahmaji, Sudha, Sivannarayana Naripeddi, Vasu Inturi in important roles alongside other ensemble cast.",288,299
Q135901978,Angammal,http://www.wikidata.org/entity/Q135901978,2025,DATE,"Angammal is a 2025 Indian Tamil-language drama film directed by Vipin Radhakrishnan and starring Geetha Kailasam in the titular role alongside Saran Shakthi, Thendral Raghunathan and Bharani.",14,18
Q135901978,Angammal,http://www.wikidata.org/entity/Q135901978,Indian Tamil-language,PERSON,"Angammal is a 2025 Indian Tamil-language drama film directed by Vipin Radhakrishnan and starring Geetha Kailasam in the titular role alongside Saran Shakthi, Thendral Raghunathan and Bharani.",19,40
Q135901978,Angammal,http://www.wikidata.org/entity/Q135901978,Vipin Radhakrishnan,PERSON,"Angammal is a 2025 Indian Tamil-language drama film directed by Vipin Radhakrishnan and starring Geetha Kailasam in the titular role alongside Saran Shakthi, Thendral Raghunathan and Bharani.",64,83
Q135901978,Angammal,http://www.wikidata.org/entity/Q135901978,Geetha Kailasam,PERSON,"Angammal is a 2025 Indian Tamil-language drama film directed by Vipin Radhakrishnan and starring Geetha Kailasam in the titular role alongside Saran Shakthi, Thendral Raghunathan and Bharani.",97,112
Q135901978,Angammal,http://www.wikidata.org/entity/Q135901978,Saran Shakthi,PERSON,"Angammal is a 2025 Indian Tamil-language drama film directed by Vipin Radhakrishnan and starring Geetha Kailasam in the titular role alongside Saran Shakthi, Thendral Raghunathan and Bharani.",143,156
Q135901978,Angammal,http://www.wikidata.org/entity/Q135901978,Bharani,GPE,"Angammal is a 2025 Indian Tamil-language drama film directed by Vipin Radhakrishnan and starring Geetha Kailasam in the titular role alongside Saran Shakthi, Thendral Raghunathan and Bharani.",183,190
Q123185887,Anora,http://www.wikidata.org/entity/Q123185887,Anora,PERSON,"Anora is a 2024 American romantic comedy-drama film written, directed, produced, and edited by Sean Baker.",0,5
Q123185887,Anora,http://www.wikidata.org/entity/Q123185887,2024,DATE,"Anora is a 2024 American romantic comedy-drama film written, directed, produced, and edited by Sean Baker.",11,15
Q123185887,Anora,http://www.wikidata.org/entity/Q123185887,Sean Baker,PERSON,"Anora is a 2024 American romantic comedy-drama film written, directed, produced, and edited by Sean Baker.",95,105
Q123185887,Anora,http://www.wikidata.org/entity/Q123185887,Mikey Madison,PERSON,"It stars Mikey Madison as Anora ""Ani"" Mikheeva, a lap dancer from New York who marries the wealthy son of a Russian oligarch played by Mark Eydelshteyn.",116,129
Q123185887,Anora,http://www.wikidata.org/entity/Q123185887,"Anora ""Ani"" Mikheeva",PERSON,"It stars Mikey Madison as Anora ""Ani"" Mikheeva, a lap dancer from New York who marries the wealthy son of a Russian oligarch played by Mark Eydelshteyn.",133,153
Q123185887,Anora,http://www.wikidata.org/entity/Q123185887,New York,GPE,"It stars Mikey Madison as Anora ""Ani"" Mikheeva, a lap dancer from New York who marries the wealthy son of a Russian oligarch played by Mark Eydelshteyn.",173,181
Q123185887,Anora,http://www.wikidata.org/entity/Q123185887,Mark Eydelshteyn,PERSON,"It stars Mikey Madison as Anora ""Ani"" Mikheeva, a lap dancer from New York who marries the wealthy son of a Russian oligarch played by Mark Eydelshteyn.",242,258
Q123185887,Anora,http://www.wikidata.org/entity/Q123185887,Yura Borisov,PERSON,"The supporting cast includes Yura Borisov, Karren Karagulian, Vache Tovmasyan, Darya Ekamasova, and Aleksei Serebryakov.",289,301
Q123185887,Anora,http://www.wikidata.org/entity/Q123185887,Karren Karagulian,PERSON,"The supporting cast includes Yura Borisov, Karren Karagulian, Vache Tovmasyan, Darya Ekamasova, and Aleksei Serebryakov.",303,320
Q123185887,Anora,http://www.wikidata.org/entity/Q123185887,Vache Tovmasyan,ORG,"The supporting cast includes Yura Borisov, Karren Karagulian, Vache Tovmasyan, Darya Ekamasova, and Aleksei Serebryakov.",322,337
Q123185887,Anora,http://www.wikidata.org/entity/Q123185887,Darya Ekamasova,PERSON,"The supporting cast includes Yura Borisov, Karren Karagulian, Vache Tovmasyan, Darya Ekamasova, and Aleksei Serebryakov.",339,354
Q123185887,Anora,http://www.wikidata.org/entity/Q123185887,Aleksei Serebryakov,PERSON,"The supporting cast includes Yura Borisov, Karren Karagulian, Vache Tovmasyan, Darya Ekamasova, and Aleksei Serebryakov.",360,379
Q124532587,Anweshippin Kandethum,http://www.wikidata.org/entity/Q124532587,Anweshippin Kandethum,PERSON,Anweshippin Kandethum is a 2024 Indian Malayalam-language police procedural drama film directed by Darwin Kuriakose and written by Jinu V. Abraham.,0,21
Q124532587,Anweshippin Kandethum,http://www.wikidata.org/entity/Q124532587,Darwin Kuriakose,PERSON,Anweshippin Kandethum is a 2024 Indian Malayalam-language police procedural drama film directed by Darwin Kuriakose and written by Jinu V. Abraham.,99,115
Q124532587,Anweshippin Kandethum,http://www.wikidata.org/entity/Q124532587,Jinu V. Abraham,PERSON,Anweshippin Kandethum is a 2024 Indian Malayalam-language police procedural drama film directed by Darwin Kuriakose and written by Jinu V. Abraham.,131,146
Q124532587,Anweshippin Kandethum,http://www.wikidata.org/entity/Q124532587,Darwin,PERSON,The film is produced by Darwin and Dolwin Kuriakose.,172,178
Q124532587,Anweshippin Kandethum,http://www.wikidata.org/entity/Q124532587,Dolwin Kuriakose,PERSON,The film is produced by Darwin and Dolwin Kuriakose.,183,199
Q124532587,Anweshippin Kandethum,http://www.wikidata.org/entity/Q124532587,Tovino Thomas,PERSON,"The film features Tovino Thomas in the lead role, alongside Indrans, Siddique, Shammi Thilakan, Sadiq, Azees Nedumangad, and Baburaj in the supporting roles.",219,232
Q124532587,Anweshippin Kandethum,http://www.wikidata.org/entity/Q124532587,Siddique,ORG,"The film features Tovino Thomas in the lead role, alongside Indrans, Siddique, Shammi Thilakan, Sadiq, Azees Nedumangad, and Baburaj in the supporting roles.",270,278
Q124532587,Anweshippin Kandethum,http://www.wikidata.org/entity/Q124532587,Shammi Thilakan,PERSON,"The film features Tovino Thomas in the lead role, alongside Indrans, Siddique, Shammi Thilakan, Sadiq, Azees Nedumangad, and Baburaj in the supporting roles.",280,295
Q124532587,Anweshippin Kandethum,http://www.wikidata.org/entity/Q124532587,Sadiq,GPE,"The film features Tovino Thomas in the lead role, alongside Indrans, Siddique, Shammi Thilakan, Sadiq, Azees Nedumangad, and Baburaj in the supporting roles.",297,302
Q124532587,Anweshippin Kandethum,http://www.wikidata.org/entity/Q124532587,Azees Nedumangad,PERSON,"The film features Tovino Thomas in the lead role, alongside Indrans, Siddique, Shammi Thilakan, Sadiq, Azees Nedumangad, and Baburaj in the supporting roles.",304,320
Q124532587,Anweshippin Kandethum,http://www.wikidata.org/entity/Q124532587,Baburaj,PERSON,"The film features Tovino Thomas in the lead role, alongside Indrans, Siddique, Shammi Thilakan, Sadiq, Azees Nedumangad, and Baburaj in the supporting roles.",326,333
Q124532587,Anweshippin Kandethum,http://www.wikidata.org/entity/Q124532587,Santhosh Narayanan,PERSON,"The soundtrack was composed by Santhosh Narayanan, in his Malayalam cinema debut.",390,408
Q133895441,Any Day Now (2024 film),http://www.wikidata.org/entity/Q133895441,2024,DATE,Any Day Now is a 2024 American crime comedy film directed by Eric Aronson.,17,21
Q133895441,Any Day Now (2024 film),http://www.wikidata.org/entity/Q133895441,Eric Aronson,PERSON,Any Day Now is a 2024 American crime comedy film directed by Eric Aronson.,61,73
Q133895441,Any Day Now (2024 film),http://www.wikidata.org/entity/Q133895441,1990,DATE,"It is based on the 1990 Isabella Stewart Gardner Museum theft in Boston, offering a semi-fictionalized portrayal of the event.",94,98
Q133895441,Any Day Now (2024 film),http://www.wikidata.org/entity/Q133895441,Isabella Stewart Gardner Museum,ORG,"It is based on the 1990 Isabella Stewart Gardner Museum theft in Boston, offering a semi-fictionalized portrayal of the event.",99,130
Q133895441,Any Day Now (2024 film),http://www.wikidata.org/entity/Q133895441,Boston,GPE,"It is based on the 1990 Isabella Stewart Gardner Museum theft in Boston, offering a semi-fictionalized portrayal of the event.",140,146
Q124853370,Any Other Way: The Jackie Shane Story,http://www.wikidata.org/entity/Q124853370,2024,DATE,"Any Other Way: The Jackie Shane Story is a 2024 Canadian documentary film, directed by Michael Mabbott and Lucah Rosenberg-Lee.",43,47
Q124853370,Any Other Way: The Jackie Shane Story,http://www.wikidata.org/entity/Q124853370,Michael Mabbott,PERSON,"Any Other Way: The Jackie Shane Story is a 2024 Canadian documentary film, directed by Michael Mabbott and Lucah Rosenberg-Lee.",87,102
Q124853370,Any Other Way: The Jackie Shane Story,http://www.wikidata.org/entity/Q124853370,Lucah Rosenberg-Lee,PERSON,"Any Other Way: The Jackie Shane Story is a 2024 Canadian documentary film, directed by Michael Mabbott and Lucah Rosenberg-Lee.",107,126
Q124853370,Any Other Way: The Jackie Shane Story,http://www.wikidata.org/entity/Q124853370,Jackie Shane,PERSON,"The film is a portrait of Jackie Shane, the pioneering transgender singer who was a prominent figure in the Toronto music scene in the 1960s before virtually disappearing from public life after 1971.",154,166
Q124853370,Any Other Way: The Jackie Shane Story,http://www.wikidata.org/entity/Q124853370,Toronto,GPE,"The film is a portrait of Jackie Shane, the pioneering transgender singer who was a prominent figure in the Toronto music scene in the 1960s before virtually disappearing from public life after 1971.",236,243
Q124853370,Any Other Way: The Jackie Shane Story,http://www.wikidata.org/entity/Q124853370,the 1960s,DATE,"The film is a portrait of Jackie Shane, the pioneering transgender singer who was a prominent figure in the Toronto music scene in the 1960s before virtually disappearing from public life after 1971.",259,268
Q124853370,Any Other Way: The Jackie Shane Story,http://www.wikidata.org/entity/Q124853370,1971,DATE,"The film is a portrait of Jackie Shane, the pioneering transgender singer who was a prominent figure in the Toronto music scene in the 1960s before virtually disappearing from public life after 1971.",322,326
Q130282422,Anywhere Anytime,http://www.wikidata.org/entity/Q130282422,Milad Tangshir,PERSON,Anywhere Anytime is a 2024 Italian coming-of-age drama film directed by Milad Tangshir in his feature directorial debut.,72,86
Q130282422,Anywhere Anytime,http://www.wikidata.org/entity/Q130282422,September 2024,DATE,It premiered at the 81st Venice International Film Festival on 1 September 2024 and received a theatrical release in Italy on 11 September 2024.,186,200
Q130282422,Anywhere Anytime,http://www.wikidata.org/entity/Q130282422,Italy,GPE,It premiered at the 81st Venice International Film Festival on 1 September 2024 and received a theatrical release in Italy on 11 September 2024.,238,243
Q130282422,Anywhere Anytime,http://www.wikidata.org/entity/Q130282422,11 September 2024,DATE,It premiered at the 81st Venice International Film Festival on 1 September 2024 and received a theatrical release in Italy on 11 September 2024.,247,264
Q112865585,Apartment 7A,http://www.wikidata.org/entity/Q112865585,Rosemary,PERSON,Apartment 7A is a 2024 American psychological horror film serving as a prequel to Rosemary's Baby (1968).,82,90
Q112865585,Apartment 7A,http://www.wikidata.org/entity/Q112865585,1968,DATE,Apartment 7A is a 2024 American psychological horror film serving as a prequel to Rosemary's Baby (1968).,99,103
Q112865585,Apartment 7A,http://www.wikidata.org/entity/Q112865585,Natalie Erika James,PERSON,"Directed and co-written by Natalie Erika James, the film stars Julia Garner, Dianne Wiest, Jim Sturgess, and Kevin McNally.",133,152
Q112865585,Apartment 7A,http://www.wikidata.org/entity/Q112865585,Julia Garner,PERSON,"Directed and co-written by Natalie Erika James, the film stars Julia Garner, Dianne Wiest, Jim Sturgess, and Kevin McNally.",169,181
Q112865585,Apartment 7A,http://www.wikidata.org/entity/Q112865585,Dianne Wiest,PERSON,"Directed and co-written by Natalie Erika James, the film stars Julia Garner, Dianne Wiest, Jim Sturgess, and Kevin McNally.",183,195
Q112865585,Apartment 7A,http://www.wikidata.org/entity/Q112865585,Jim Sturgess,PERSON,"Directed and co-written by Natalie Erika James, the film stars Julia Garner, Dianne Wiest, Jim Sturgess, and Kevin McNally.",197,209
Q112865585,Apartment 7A,http://www.wikidata.org/entity/Q112865585,Kevin McNally,PERSON,"Directed and co-written by Natalie Erika James, the film stars Julia Garner, Dianne Wiest, Jim Sturgess, and Kevin McNally.",215,228
Q130447150,Apocalypse Z: The Beginning of the End,http://www.wikidata.org/entity/Q130447150,2024,DATE,Apocalypse Z: The Beginning of the End is a 2024 Spanish zombie action thriller film directed by Carles Torrens from a screenplay by Ángel Agudo based on the novel by Manel Loureiro and starring Francisco Ortiz.,44,48
Q130447150,Apocalypse Z: The Beginning of the End,http://www.wikidata.org/entity/Q130447150,Carles Torrens,PERSON,Apocalypse Z: The Beginning of the End is a 2024 Spanish zombie action thriller film directed by Carles Torrens from a screenplay by Ángel Agudo based on the novel by Manel Loureiro and starring Francisco Ortiz.,97,111
Q130447150,Apocalypse Z: The Beginning of the End,http://www.wikidata.org/entity/Q130447150,Ángel Agudo,PERSON,Apocalypse Z: The Beginning of the End is a 2024 Spanish zombie action thriller film directed by Carles Torrens from a screenplay by Ángel Agudo based on the novel by Manel Loureiro and starring Francisco Ortiz.,133,144
Q130447150,Apocalypse Z: The Beginning of the End,http://www.wikidata.org/entity/Q130447150,Manel Loureiro,PERSON,Apocalypse Z: The Beginning of the End is a 2024 Spanish zombie action thriller film directed by Carles Torrens from a screenplay by Ángel Agudo based on the novel by Manel Loureiro and starring Francisco Ortiz.,167,181
Q130447150,Apocalypse Z: The Beginning of the End,http://www.wikidata.org/entity/Q130447150,Francisco Ortiz,PERSON,Apocalypse Z: The Beginning of the End is a 2024 Spanish zombie action thriller film directed by Carles Torrens from a screenplay by Ángel Agudo based on the novel by Manel Loureiro and starring Francisco Ortiz.,195,210
Q125769948,Appa I Love You,http://www.wikidata.org/entity/Q125769948,2024,DATE,"Appa I Love You is a 2024 Indian Kannada-language family drama film directed by Athrav Arya and starring Prem, Tabla Nani in the titular role, and Manvitha Kamath, Vikas and Jeevitha Vasishta.",21,25
Q125769948,Appa I Love You,http://www.wikidata.org/entity/Q125769948,Athrav Arya,PERSON,"Appa I Love You is a 2024 Indian Kannada-language family drama film directed by Athrav Arya and starring Prem, Tabla Nani in the titular role, and Manvitha Kamath, Vikas and Jeevitha Vasishta.",80,91
Q125769948,Appa I Love You,http://www.wikidata.org/entity/Q125769948,Prem,PERSON,"Appa I Love You is a 2024 Indian Kannada-language family drama film directed by Athrav Arya and starring Prem, Tabla Nani in the titular role, and Manvitha Kamath, Vikas and Jeevitha Vasishta.",105,109
Q125769948,Appa I Love You,http://www.wikidata.org/entity/Q125769948,Tabla Nani,PERSON,"Appa I Love You is a 2024 Indian Kannada-language family drama film directed by Athrav Arya and starring Prem, Tabla Nani in the titular role, and Manvitha Kamath, Vikas and Jeevitha Vasishta.",111,121
Q125769948,Appa I Love You,http://www.wikidata.org/entity/Q125769948,Manvitha Kamath,PERSON,"Appa I Love You is a 2024 Indian Kannada-language family drama film directed by Athrav Arya and starring Prem, Tabla Nani in the titular role, and Manvitha Kamath, Vikas and Jeevitha Vasishta.",147,162
Q125769948,Appa I Love You,http://www.wikidata.org/entity/Q125769948,Vikas,ORG,"Appa I Love You is a 2024 Indian Kannada-language family drama film directed by Athrav Arya and starring Prem, Tabla Nani in the titular role, and Manvitha Kamath, Vikas and Jeevitha Vasishta.",164,169
Q125769948,Appa I Love You,http://www.wikidata.org/entity/Q125769948,Jeevitha Vasishta,PERSON,"Appa I Love You is a 2024 Indian Kannada-language family drama film directed by Athrav Arya and starring Prem, Tabla Nani in the titular role, and Manvitha Kamath, Vikas and Jeevitha Vasishta.",174,191
Q125769948,Appa I Love You,http://www.wikidata.org/entity/Q125769948,Chowka,GPE,The film's title is named after a song in Chowka (2017).,235,241
Q125769948,Appa I Love You,http://www.wikidata.org/entity/Q125769948,2017,DATE,The film's title is named after a song in Chowka (2017).,243,247
Q125769948,Appa I Love You,http://www.wikidata.org/entity/Q125769948,12 April 2024,DATE,The film was theatrically released on 12 April 2024 and received mixed-to-negative reviews.,288,301
Q131092696,Appudo Ippudo Eppudo,http://www.wikidata.org/entity/Q131092696,Appudo Ippudo Eppudo,PERSON,"Appudo Ippudo Eppudo is a 2024 Indian Telugu-language action comedy film written and directed by Sudheer Varma, and produced by B. V. S. N. Prasad through Sri Venkateswara Cine Chitra.",0,20
Q131092696,Appudo Ippudo Eppudo,http://www.wikidata.org/entity/Q131092696,2024,DATE,"Appudo Ippudo Eppudo is a 2024 Indian Telugu-language action comedy film written and directed by Sudheer Varma, and produced by B. V. S. N. Prasad through Sri Venkateswara Cine Chitra.",26,30
Q131092696,Appudo Ippudo Eppudo,http://www.wikidata.org/entity/Q131092696,Sudheer Varma,PERSON,"Appudo Ippudo Eppudo is a 2024 Indian Telugu-language action comedy film written and directed by Sudheer Varma, and produced by B. V. S. N. Prasad through Sri Venkateswara Cine Chitra.",97,110
Q131092696,Appudo Ippudo Eppudo,http://www.wikidata.org/entity/Q131092696,B. V. S. N. Prasad,PERSON,"Appudo Ippudo Eppudo is a 2024 Indian Telugu-language action comedy film written and directed by Sudheer Varma, and produced by B. V. S. N. Prasad through Sri Venkateswara Cine Chitra.",128,146
Q131092696,Appudo Ippudo Eppudo,http://www.wikidata.org/entity/Q131092696,Sri Venkateswara Cine Chitra,GPE,"Appudo Ippudo Eppudo is a 2024 Indian Telugu-language action comedy film written and directed by Sudheer Varma, and produced by B. V. S. N. Prasad through Sri Venkateswara Cine Chitra.",155,183
Q131092696,Appudo Ippudo Eppudo,http://www.wikidata.org/entity/Q131092696,Nikhil Siddhartha,PERSON,"The film features Nikhil Siddhartha, Rukmini Vasanth and Divyansha Kaushik in important roles.",203,220
Q131092696,Appudo Ippudo Eppudo,http://www.wikidata.org/entity/Q131092696,Rukmini Vasanth,PERSON,"The film features Nikhil Siddhartha, Rukmini Vasanth and Divyansha Kaushik in important roles.",222,237
Q131092696,Appudo Ippudo Eppudo,http://www.wikidata.org/entity/Q131092696,Divyansha Kaushik,PERSON,"The film features Nikhil Siddhartha, Rukmini Vasanth and Divyansha Kaushik in important roles.",242,259
Q131092696,Appudo Ippudo Eppudo,http://www.wikidata.org/entity/Q131092696,Bommarillu,ORG,The film is named after the song of the same name in Bommarillu (2006).,333,343
Q131092696,Appudo Ippudo Eppudo,http://www.wikidata.org/entity/Q131092696,2006,DATE,The film is named after the song of the same name in Bommarillu (2006).,345,349
Q124209576,Aranam,http://www.wikidata.org/entity/Q124209576,Aranam,GPE,Aranam is a 2024 Indian Tamil-language horror crime thriller film written and directed by Piriyan.,0,6
Q124209576,Aranam,http://www.wikidata.org/entity/Q124209576,2024,DATE,Aranam is a 2024 Indian Tamil-language horror crime thriller film written and directed by Piriyan.,12,16
Q124209576,Aranam,http://www.wikidata.org/entity/Q124209576,Indian Tamil-language,PERSON,Aranam is a 2024 Indian Tamil-language horror crime thriller film written and directed by Piriyan.,17,38
Q124209576,Aranam,http://www.wikidata.org/entity/Q124209576,Piriyan,ORG,Aranam is a 2024 Indian Tamil-language horror crime thriller film written and directed by Piriyan.,90,97
Q124209576,Aranam,http://www.wikidata.org/entity/Q124209576,Piriyan,ORG,"The film stars Piriyan, Varsha Saravanakumar, and Laguparan in the lead roles.",114,121
Q124209576,Aranam,http://www.wikidata.org/entity/Q124209576,Varsha Saravanakumar,PERSON,"The film stars Piriyan, Varsha Saravanakumar, and Laguparan in the lead roles.",123,143
Q124209576,Aranam,http://www.wikidata.org/entity/Q124209576,Laguparan,PERSON,"The film stars Piriyan, Varsha Saravanakumar, and Laguparan in the lead roles.",149,158
Q124209576,Aranam,http://www.wikidata.org/entity/Q124209576,Thamizh Thiraikkoodam,PERSON,The film was produced under the banner of Thamizh Thiraikkoodam.,220,241
Q124209576,Aranam,http://www.wikidata.org/entity/Q124209576,5 January 2024,DATE,The film was released on 5 January 2024.,268,282
Q124850102,Aranmanai 4,http://www.wikidata.org/entity/Q124850102,Aranmanai 4,PERSON,"Aranmanai 4 is a 2024 Indian Tamil-language comedy horror film directed by Sundar C. Produced by Avni Cinemax and Benzz Media (P) Ltd, it is the fourth instalment in the Aranmanai film series following Aranmanai 3 (2021).",0,11
Q124850102,Aranmanai 4,http://www.wikidata.org/entity/Q124850102,2024,DATE,"Aranmanai 4 is a 2024 Indian Tamil-language comedy horror film directed by Sundar C. Produced by Avni Cinemax and Benzz Media (P) Ltd, it is the fourth instalment in the Aranmanai film series following Aranmanai 3 (2021).",17,21
Q124850102,Aranmanai 4,http://www.wikidata.org/entity/Q124850102,Indian Tamil-language,PERSON,"Aranmanai 4 is a 2024 Indian Tamil-language comedy horror film directed by Sundar C. Produced by Avni Cinemax and Benzz Media (P) Ltd, it is the fourth instalment in the Aranmanai film series following Aranmanai 3 (2021).",22,43
Q124850102,Aranmanai 4,http://www.wikidata.org/entity/Q124850102,Sundar C. Produced,PERSON,"Aranmanai 4 is a 2024 Indian Tamil-language comedy horror film directed by Sundar C. Produced by Avni Cinemax and Benzz Media (P) Ltd, it is the fourth instalment in the Aranmanai film series following Aranmanai 3 (2021).",75,93
Q124850102,Aranmanai 4,http://www.wikidata.org/entity/Q124850102,Avni Cinemax,PERSON,"Aranmanai 4 is a 2024 Indian Tamil-language comedy horror film directed by Sundar C. Produced by Avni Cinemax and Benzz Media (P) Ltd, it is the fourth instalment in the Aranmanai film series following Aranmanai 3 (2021).",97,109
Q124850102,Aranmanai 4,http://www.wikidata.org/entity/Q124850102,Benzz Media,ORG,"Aranmanai 4 is a 2024 Indian Tamil-language comedy horror film directed by Sundar C. Produced by Avni Cinemax and Benzz Media (P) Ltd, it is the fourth instalment in the Aranmanai film series following Aranmanai 3 (2021).",114,125
Q124850102,Aranmanai 4,http://www.wikidata.org/entity/Q124850102,Aranmanai,PERSON,"Aranmanai 4 is a 2024 Indian Tamil-language comedy horror film directed by Sundar C. Produced by Avni Cinemax and Benzz Media (P) Ltd, it is the fourth instalment in the Aranmanai film series following Aranmanai 3 (2021).",170,179
Q124850102,Aranmanai 4,http://www.wikidata.org/entity/Q124850102,2021,DATE,"Aranmanai 4 is a 2024 Indian Tamil-language comedy horror film directed by Sundar C. Produced by Avni Cinemax and Benzz Media (P) Ltd, it is the fourth instalment in the Aranmanai film series following Aranmanai 3 (2021).",215,219
Q124850102,Aranmanai 4,http://www.wikidata.org/entity/Q124850102,Tamannaah Bhatia,PERSON,"Partially reshot in Telugu as Baak, the film features an ensemble cast including Sundar, Tamannaah Bhatia, Raashii Khanna, Santhosh Prathap, Ramachandra Raju, Kovai Sarala, Yogi Babu, VTV Ganesh and Delhi Ganesh.",311,327
Q124850102,Aranmanai 4,http://www.wikidata.org/entity/Q124850102,Raashii Khanna,PERSON,"Partially reshot in Telugu as Baak, the film features an ensemble cast including Sundar, Tamannaah Bhatia, Raashii Khanna, Santhosh Prathap, Ramachandra Raju, Kovai Sarala, Yogi Babu, VTV Ganesh and Delhi Ganesh.",329,343
